,artist_name,track_uri,track_url,artist_uri,artist_url,track_name,album_uri,duration_ms_x,album_name,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms_y,time_signature,artist_pop,genres,track_pop,language,embed_code,artists_song,genres_list,subjectivity,polarity,sim
83,Justin Bieber,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI,spotify:artist:1uNFoZAHBGtllmzznpCI3s,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s,Peaches (feat. Daniel Caesar & Giveon),spotify:album:5dGWwsZ9iB2Xc3UKR0gif2,198081,Justice,Peaches (feat. Daniel Caesar & Giveon),0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4,91,"['canadian pop', 'pop']",84,english,https://open.spotify.com/embed/track/4iJyoBOLtHqaGxP12qzhQI?utm_source=generator,Justin BieberPeaches (feat. Daniel Caesar & Giveon),"[""['canadian"", ""pop',"", ""'pop']""]",low,Neutral,0.7062221519027592
9,Justin Bieber,spotify:track:364dI1bYnvamSnBJ8JcNzN,https://open.spotify.com/track/364dI1bYnvamSnBJ8JcNzN,spotify:artist:1uNFoZAHBGtllmzznpCI3s,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s,Intentions,spotify:album:55zg331p7m1EFA4uRggkwt,212868,Intentions,Intentions,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,audio_features,364dI1bYnvamSnBJ8JcNzN,spotify:track:364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/tracks/364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/audio-analysis/364dI1bYnvamSnBJ8JcNzN,212869,4,91,"['canadian pop', 'pop']",72,english,https://open.spotify.com/embed/track/364dI1bYnvamSnBJ8JcNzN?utm_source=generator,Justin BieberIntentions,"[""['canadian"", ""pop',"", ""'pop']""]",low,Neutral,0.7061810741928196
61,Deep Chills,spotify:track:5fJX0XsZwvAtiE5M6tUF1y,https://open.spotify.com/track/5fJX0XsZwvAtiE5M6tUF1y,spotify:artist:12rBrcOPP50qIan8ew4iTP,https://open.spotify.com/artist/12rBrcOPP50qIan8ew4iTP,Stay Yours,spotify:album:3sq82Kf5NOoIqFyL4eyYMi,128397,Stay Yours,Stay Yours,0.551,0.482,1,-6.404,1,0.242,0.652,0.0,0.18,0.628,200.116,audio_features,5fJX0XsZwvAtiE5M6tUF1y,spotify:track:5fJX0XsZwvAtiE5M6tUF1y,https://api.spotify.com/v1/tracks/5fJX0XsZwvAtiE5M6tUF1y,https://api.spotify.com/v1/audio-analysis/5fJX0XsZwvAtiE5M6tUF1y,128399,4,61,"['deep tropical house', 'new french touch', 'pop dance', 'pop edm', 'tropical house']",56,english,https://open.spotify.com/embed/track/5fJX0XsZwvAtiE5M6tUF1y?utm_source=generator,Deep ChillsStay Yours,"[""['deep"", 'tropical', ""house',"", ""'new"", 'french', ""touch',"", ""'pop"", ""dance',"", ""'pop"", ""edm',"", ""'tropical"", ""house']""]",low,Neutral,0.697358185434888
378,Taylor Swift,spotify:track:1D4PL9B8gOg78jiHg3FvBb,https://open.spotify.com/track/1D4PL9B8gOg78jiHg3FvBb,spotify:artist:06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,Love Story,spotify:album:3EzFY9Rg0PpbADMth746zi,236266,Fearless (Big Machine Radio Release Special),Love Story,0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,audio_features,1D4PL9B8gOg78jiHg3FvBb,spotify:track:1D4PL9B8gOg78jiHg3FvBb,https://api.spotify.com/v1/tracks/1D4PL9B8gOg78jiHg3FvBb,https://api.spotify.com/v1/audio-analysis/1D4PL9B8gOg78jiHg3FvBb,236267,4,100,['pop'],77,english,https://open.spotify.com/embed/track/1D4PL9B8gOg78jiHg3FvBb?utm_source=generator,Taylor SwiftLove Story,"[""['pop']""]",high,Positive,0.651512742527723
101,NAYEON,spotify:track:3lOMJTQTd6J34faYwASc33,https://open.spotify.com/track/3lOMJTQTd6J34faYwASc33,spotify:artist:1VwDG9aBflQupaFNjUru9A,https://open.spotify.com/artist/1VwDG9aBflQupaFNjUru9A,POP!,spotify:album:0wqjfojWuTcbEvwaizvTMw,168106,IM NAYEON,POP!,0.795,0.859,2,-2.994,1,0.0542,0.0361,0.0,0.0321,0.356,96.986,audio_features,3lOMJTQTd6J34faYwASc33,spotify:track:3lOMJTQTd6J34faYwASc33,https://api.spotify.com/v1/tracks/3lOMJTQTd6J34faYwASc33,https://api.spotify.com/v1/audio-analysis/3lOMJTQTd6J34faYwASc33,168107,4,65,['k-pop'],78,korean,https://open.spotify.com/embed/track/3lOMJTQTd6J34faYwASc33?utm_source=generator,NAYEONPOP!,"[""['k-pop']""]",low,Neutral,0.6500051673610354
34,The Weeknd,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,spotify:album:4yP0hdKOZPNshxUOjY0cZj,200040,After Hours,Blinding Lights,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4,98,"['canadian contemporary r&b', 'canadian pop', 'pop']",91,english,https://open.spotify.com/embed/track/0VjIjW4GlUZAMYd2vXMi3b?utm_source=generator,The WeekndBlinding Lights,"[""['canadian"", 'contemporary', ""r&b',"", ""'canadian"", ""pop',"", ""'pop']""]",low,Neutral,0.6461217129699709
385,Alessia Cara,spotify:track:42ydLwx4i5V49RXHOozJZq,https://open.spotify.com/track/42ydLwx4i5V49RXHOozJZq,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,https://open.spotify.com/artist/2wUjUUtkb5lvLKcGKsKqsR,Scars To Your Beautiful,spotify:album:2AGNF8r2y8HL85yVk2bwmS,230226,Know-It-All (Deluxe),Scars To Your Beautiful,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,audio_features,42ydLwx4i5V49RXHOozJZq,spotify:track:42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/tracks/42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/audio-analysis/42ydLwx4i5V49RXHOozJZq,230227,4,75,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",74,english,https://open.spotify.com/embed/track/42ydLwx4i5V49RXHOozJZq?utm_source=generator,Alessia CaraScars To Your Beautiful,"[""['canadian"", 'contemporary', ""r&b',"", ""'canadian"", ""pop',"", ""'dance"", ""pop',"", ""'pop',"", ""'post-teen"", ""pop']""]",high,Positive,0.6359144686363253
435,zzoilo,spotify:track:5TMLavqGRKNxgzMBrVpC9R,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R,spotify:artist:7c53ZFyajVMTo08HmvoB6b,https://open.spotify.com/artist/7c53ZFyajVMTo08HmvoB6b,Mon Amour - Remix,spotify:album:4TWsxSw8df17aja6JSaar5,179940,Mon Amour (Remix),Mon Amour - Remix,0.748,0.761,2,-6.621,1,0.102,0.122,6.56e-06,0.0984,0.362,116.041,audio_features,5TMLavqGRKNxgzMBrVpC9R,spotify:track:5TMLavqGRKNxgzMBrVpC9R,https://api.spotify.com/v1/tracks/5TMLavqGRKNxgzMBrVpC9R,https://api.spotify.com/v1/audio-analysis/5TMLavqGRKNxgzMBrVpC9R,179940,4,65,[],81,english,https://open.spotify.com/embed/track/5TMLavqGRKNxgzMBrVpC9R?utm_source=generator,zzoiloMon Amour - Remix,['[]'],low,Neutral,0.6202161396547692
755,Harshavardhan Rameshwar,spotify:track:60HhoW4AZ41OMP6SJMcjfV,https://open.spotify.com/track/60HhoW4AZ41OMP6SJMcjfV,spotify:artist:5CTu6FKerxlvZrsLb6BYaU,https://open.spotify.com/artist/5CTu6FKerxlvZrsLb6BYaU,Ravanasura Anthem,spotify:album:5ag1TkyOgbML1TzJDWsZC5,246857,"Ravanasura Anthem (From ""Ravanasura"")",Ravanasura Anthem,0.612,0.905,7,-2.046,1,0.131,0.00822,0.0178,0.154,0.407,139.929,audio_features,60HhoW4AZ41OMP6SJMcjfV,spotify:track:60HhoW4AZ41OMP6SJMcjfV,https://api.spotify.com/v1/tracks/60HhoW4AZ41OMP6SJMcjfV,https://api.spotify.com/v1/audio-analysis/60HhoW4AZ41OMP6SJMcjfV,246857,4,50,[],60,telugu,https://open.spotify.com/embed/track/60HhoW4AZ41OMP6SJMcjfV?utm_source=generator,Harshavardhan RameshwarRavanasura Anthem,['[]'],low,Neutral,0.6183368719333132
509,Eduardo Luzqui単os,spotify:track:7N3AWpme64LhM1P8I6yIZx,https://open.spotify.com/track/7N3AWpme64LhM1P8I6yIZx,spotify:artist:1dXyyDButMVteLKOOVqz6Z,https://open.spotify.com/artist/1dXyyDButMVteLKOOVqz6Z,I Like It Slowed - Remix,spotify:album:3fGJkclsf74VjMEt9XJ800,296842,I Like It Slowed (Remix),I Like It Slowed - Remix,0.78,0.658,2,-6.623,1,0.105,0.12,0.0,0.339,0.536,115.439,audio_features,7N3AWpme64LhM1P8I6yIZx,spotify:track:7N3AWpme64LhM1P8I6yIZx,https://api.spotify.com/v1/tracks/7N3AWpme64LhM1P8I6yIZx,https://api.spotify.com/v1/audio-analysis/7N3AWpme64LhM1P8I6yIZx,296843,4,55,[],39,english,https://open.spotify.com/embed/track/7N3AWpme64LhM1P8I6yIZx?utm_source=generator,Eduardo Luzqui単osI Like It Slowed - Remix,['[]'],low,Neutral,0.6169411961319113
53,Marshmello,spotify:track:6VrCmhRBFnuGKmtNfk4jDs,https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T,Spotlight,spotify:album:2oQFjuVpdWJWfjRXIKUKCn,177600,Spotlight,Spotlight,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,audio_features,6VrCmhRBFnuGKmtNfk4jDs,spotify:track:6VrCmhRBFnuGKmtNfk4jDs,https://api.spotify.com/v1/tracks/6VrCmhRBFnuGKmtNfk4jDs,https://api.spotify.com/v1/audio-analysis/6VrCmhRBFnuGKmtNfk4jDs,177600,4,85,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",72,english,https://open.spotify.com/embed/track/6VrCmhRBFnuGKmtNfk4jDs?utm_source=generator,MarshmelloSpotlight,"[""['brostep',"", ""'dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'progressive"", 'electro', ""house']""]",low,Neutral,0.6161925827067517
165,Preet Sandhu,spotify:track:4sMRTji1MMb5PMI6AgsqpV,https://open.spotify.com/track/4sMRTji1MMb5PMI6AgsqpV,spotify:artist:65vX07QbbDkq0m0WSJvSmq,https://open.spotify.com/artist/65vX07QbbDkq0m0WSJvSmq,Haye Mazyy,spotify:album:1suLs0dTuFm4Cdm58DCLkv,172800,Haye Mazyy,Haye Mazyy,0.81,0.832,2,-6.318,1,0.156,0.0638,0.0,0.876,0.649,100.017,audio_features,4sMRTji1MMb5PMI6AgsqpV,spotify:track:4sMRTji1MMb5PMI6AgsqpV,https://api.spotify.com/v1/tracks/4sMRTji1MMb5PMI6AgsqpV,https://api.spotify.com/v1/audio-analysis/4sMRTji1MMb5PMI6AgsqpV,172800,4,37,[],48,punjabi,https://open.spotify.com/embed/track/4sMRTji1MMb5PMI6AgsqpV?utm_source=generator,Preet SandhuHaye Mazyy,['[]'],low,Neutral,0.6161705129666255
360,The Chainsmokers,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,spotify:artist:69GGBxA162lTqCwzJG5jLp,https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp,Closer,spotify:album:0rSLgV8p5FzfnqlEk4GzxE,244960,Closer,Closer,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4,81,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",85,english,https://open.spotify.com/embed/track/7BKLCZ1jbUBVqRi2FVlTVw?utm_source=generator,The ChainsmokersCloser,"[""['dance"", ""pop',"", ""'edm',"", ""'electropop',"", ""'pop',"", ""'pop"", ""dance',"", ""'tropical"", ""house']""]",low,Neutral,0.613075251679057
921,"Rahul Sipligunj, Ramya Behara",spotify:track:0VcO1SA3oUKl1qHSUc6LxQ,https://open.spotify.com/track/0VcO1SA3oUKl1qHSUc6LxQ,spotify:artist:1FU5zchVyOx3ShCCLu9wb2,https://open.spotify.com/artist/1FU5zchVyOx3ShCCLu9wb2,Bombhaat,spotify:album:5qpZDTqwLtGVwWlSz8TcHV,243711,LIE,Bombhaat,0.835,0.823,7,-4.739,1,0.174,0.233,0.0,0.13,0.321,97.01,audio_features,0VcO1SA3oUKl1qHSUc6LxQ,spotify:track:0VcO1SA3oUKl1qHSUc6LxQ,https://api.spotify.com/v1/tracks/0VcO1SA3oUKl1qHSUc6LxQ,https://api.spotify.com/v1/audio-analysis/0VcO1SA3oUKl1qHSUc6LxQ,243711,4,37,[],54,telugu,https://open.spotify.com/embed/track/0VcO1SA3oUKl1qHSUc6LxQ?utm_source=generator,"Rahul Sipligunj, Ramya BeharaBombhaat",['[]'],low,Neutral,0.6125986678409311
424,Jessica Darrow,spotify:track:760jhRscwGbIIe1m1IIQpU,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,spotify:artist:4vdAAzZBUKbsrvHi6UR7B7,https://open.spotify.com/artist/4vdAAzZBUKbsrvHi6UR7B7,Surface Pressure,spotify:album:25L8ck3KGcmCo3901ztPzR,202226,Encanto (Original Motion Picture Soundtrack),Surface Pressure,0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,0.37,180.088,audio_features,760jhRscwGbIIe1m1IIQpU,spotify:track:760jhRscwGbIIe1m1IIQpU,https://api.spotify.com/v1/tracks/760jhRscwGbIIe1m1IIQpU,https://api.spotify.com/v1/audio-analysis/760jhRscwGbIIe1m1IIQpU,202227,4,59,[],75,english,https://open.spotify.com/embed/track/760jhRscwGbIIe1m1IIQpU?utm_source=generator,Jessica DarrowSurface Pressure,['[]'],low,Neutral,0.6120101102081409
775,Arun Kaundinya,spotify:track:04PnFadGx839AhLpL2grRR,https://open.spotify.com/track/04PnFadGx839AhLpL2grRR,spotify:artist:1ZKWEgONUTL99f0niqmUA4,https://open.spotify.com/artist/1ZKWEgONUTL99f0niqmUA4,La La Bheemla DJ Version,spotify:album:7GktC0VitF0Mtcl99vht1h,210000,Bheemla Nayak,La La Bheemla DJ Version,0.653,0.866,2,-7.556,1,0.362,0.5,0.0504,0.119,0.505,160.081,audio_features,04PnFadGx839AhLpL2grRR,spotify:track:04PnFadGx839AhLpL2grRR,https://api.spotify.com/v1/tracks/04PnFadGx839AhLpL2grRR,https://api.spotify.com/v1/audio-analysis/04PnFadGx839AhLpL2grRR,210000,4,52,[],43,telugu,https://open.spotify.com/embed/track/04PnFadGx839AhLpL2grRR?utm_source=generator,Arun KaundinyaLa La Bheemla DJ Version,['[]'],low,Neutral,0.610646030544097
448,Eduardo Luzqui単os,spotify:track:4P4SPBLAqNLeK3MfqxNb0H,https://open.spotify.com/track/4P4SPBLAqNLeK3MfqxNb0H,spotify:artist:1dXyyDButMVteLKOOVqz6Z,https://open.spotify.com/artist/1dXyyDButMVteLKOOVqz6Z,Without Me Slowed - Remix,spotify:album:3dsO3kSOMTDOnkHH2g2pWt,286211,Without Me Slowed (Remix),Without Me Slowed - Remix,0.673,0.496,7,-7.372,1,0.0383,0.242,0.0,0.0902,0.164,108.81,audio_features,4P4SPBLAqNLeK3MfqxNb0H,spotify:track:4P4SPBLAqNLeK3MfqxNb0H,https://api.spotify.com/v1/tracks/4P4SPBLAqNLeK3MfqxNb0H,https://api.spotify.com/v1/audio-analysis/4P4SPBLAqNLeK3MfqxNb0H,286211,4,55,[],52,english,https://open.spotify.com/embed/track/4P4SPBLAqNLeK3MfqxNb0H?utm_source=generator,Eduardo Luzqui単osWithout Me Slowed - Remix,['[]'],low,Neutral,0.6083822403123423
658,Goldie Sohel,spotify:track:1Oyfarj5ipZwEup8DUM7hA,https://open.spotify.com/track/1Oyfarj5ipZwEup8DUM7hA,spotify:artist:5Y9YGMxRoQYfJFj4kJ9TVv,https://open.spotify.com/artist/5Y9YGMxRoQYfJFj4kJ9TVv,Aaj Sajeya,spotify:album:5K07SMgR7RxfpsgDcNmD2o,229179,Aaj Sajeya - Single,Aaj Sajeya,0.641,0.57,7,-10.111,1,0.0665,0.883,0.00177,0.161,0.569,79.931,audio_features,1Oyfarj5ipZwEup8DUM7hA,spotify:track:1Oyfarj5ipZwEup8DUM7hA,https://api.spotify.com/v1/tracks/1Oyfarj5ipZwEup8DUM7hA,https://api.spotify.com/v1/audio-analysis/1Oyfarj5ipZwEup8DUM7hA,229180,4,55,[],55,hindi,https://open.spotify.com/embed/track/1Oyfarj5ipZwEup8DUM7hA?utm_source=generator,Goldie SohelAaj Sajeya,['[]'],low,Neutral,0.607801935848566
922,"Anurag Kulkarni, Manisha Eerabathini",spotify:track:4jYX71osH1K8LA6r3Z7R2d,https://open.spotify.com/track/4jYX71osH1K8LA6r3Z7R2d,spotify:artist:0YjhGKEXP9w0e3wv1nczQp,https://open.spotify.com/artist/0YjhGKEXP9w0e3wv1nczQp,Aagi Aagi,spotify:album:4MkKodjpwHZ6sjA0q5pyr4,408000,Ee Nagaraniki Emaindi,Aagi Aagi,0.587,0.411,7,-8.245,1,0.0336,0.574,1.79e-05,0.121,0.609,133.066,audio_features,4jYX71osH1K8LA6r3Z7R2d,spotify:track:4jYX71osH1K8LA6r3Z7R2d,https://api.spotify.com/v1/tracks/4jYX71osH1K8LA6r3Z7R2d,https://api.spotify.com/v1/audio-analysis/4jYX71osH1K8LA6r3Z7R2d,408000,4,32,[],49,telugu,https://open.spotify.com/embed/track/4jYX71osH1K8LA6r3Z7R2d?utm_source=generator,"Anurag Kulkarni, Manisha EerabathiniAagi Aagi",['[]'],low,Neutral,0.6072741818251295
1552,Leslee Lewis,spotify:track:3hmCkdpLim4GvbxsQg4FD0,https://open.spotify.com/track/3hmCkdpLim4GvbxsQg4FD0,spotify:artist:42mDOvp3BiaMBM3ae4zWwV,https://open.spotify.com/artist/42mDOvp3BiaMBM3ae4zWwV,King,spotify:album:54mFC7GsC3ef109KCO3fGZ,324745,King (Original Motion Picture Soundtrack),King,0.898,0.811,7,-4.061,1,0.0774,0.026,0.000842,0.288,0.703,105.015,audio_features,3hmCkdpLim4GvbxsQg4FD0,spotify:track:3hmCkdpLim4GvbxsQg4FD0,https://api.spotify.com/v1/tracks/3hmCkdpLim4GvbxsQg4FD0,https://api.spotify.com/v1/audio-analysis/3hmCkdpLim4GvbxsQg4FD0,324745,4,45,[],0,telugu,https://open.spotify.com/embed/track/3hmCkdpLim4GvbxsQg4FD0?utm_source=generator,Leslee LewisKing,['[]'],low,Neutral,0.6067573984005399
1090,Sreenidhi,spotify:track:5krDQ05bpwqDYOTwZMrbN0,https://open.spotify.com/track/5krDQ05bpwqDYOTwZMrbN0,spotify:artist:6VLh99aZPrJfAo8N4yGJpM,https://open.spotify.com/artist/6VLh99aZPrJfAo8N4yGJpM,Kannaa Nidurinchara,spotify:album:7B0qsVSWw3Cn8pngsHYNVQ,290952,Baahubali 2 - The Conclusion,Kannaa Nidurinchara,0.765,0.575,2,-9.499,1,0.052,0.802,0.00368,0.124,0.693,104.972,audio_features,5krDQ05bpwqDYOTwZMrbN0,spotify:track:5krDQ05bpwqDYOTwZMrbN0,https://api.spotify.com/v1/tracks/5krDQ05bpwqDYOTwZMrbN0,https://api.spotify.com/v1/audio-analysis/5krDQ05bpwqDYOTwZMrbN0,290953,4,32,[],42,telugu,https://open.spotify.com/embed/track/5krDQ05bpwqDYOTwZMrbN0?utm_source=generator,SreenidhiKannaa Nidurinchara,['[]'],low,Neutral,0.6059061060404529
10,Marshmello,spotify:track:12mGwph2YzDIlChtq3EdXP,https://open.spotify.com/track/12mGwph2YzDIlChtq3EdXP,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T,Alone,spotify:album:2v4Crisjd4sT782Jvn7ISC,273802,Alone,Alone,0.636,0.953,2,-3.74,1,0.0353,0.0244,0.0164,0.108,0.397,142.011,audio_features,12mGwph2YzDIlChtq3EdXP,spotify:track:12mGwph2YzDIlChtq3EdXP,https://api.spotify.com/v1/tracks/12mGwph2YzDIlChtq3EdXP,https://api.spotify.com/v1/audio-analysis/12mGwph2YzDIlChtq3EdXP,273803,4,85,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",16,english,https://open.spotify.com/embed/track/12mGwph2YzDIlChtq3EdXP?utm_source=generator,MarshmelloAlone,"[""['brostep',"", ""'dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'progressive"", 'electro', ""house']""]",low,Neutral,0.6029206553651667
1739,"Sandeep Chowta, Sruthipatak",spotify:track:4vFYVcfZoP1IjPtcq74anI,https://open.spotify.com/track/4vFYVcfZoP1IjPtcq74anI,spotify:artist:6kNiyglq0fEekCOm4kulQZ,https://open.spotify.com/artist/6kNiyglq0fEekCOm4kulQZ,Sudue Sude,spotify:album:2IBKJl80wW380EoMpAVwhT,248474,Bujjigadu,Sudue Sude,0.795,0.672,7,-7.862,1,0.121,0.0435,0.33,0.055,0.771,95.04,audio_features,4vFYVcfZoP1IjPtcq74anI,spotify:track:4vFYVcfZoP1IjPtcq74anI,https://api.spotify.com/v1/tracks/4vFYVcfZoP1IjPtcq74anI,https://api.spotify.com/v1/audio-analysis/4vFYVcfZoP1IjPtcq74anI,248475,4,15,[],31,telugu,https://open.spotify.com/embed/track/4vFYVcfZoP1IjPtcq74anI?utm_source=generator,"Sandeep Chowta, SruthipatakSudue Sude",['[]'],low,Neutral,0.6010512958187049
1223,Clinton,spotify:track:4mmHb3IhYekwr1niuvx5ji,https://open.spotify.com/track/4mmHb3IhYekwr1niuvx5ji,spotify:artist:0kEZTiAxUemQeqP06npWMG,https://open.spotify.com/artist/0kEZTiAxUemQeqP06npWMG,Egire Egire,spotify:album:23d41KNwh9QranoelbtBkq,246059,Konchem Istam Konchem Kastam (Original Motion Picture Soundtrack),Egire Egire,0.594,0.726,2,-7.136,1,0.0431,0.141,0.0,0.174,0.624,95.956,audio_features,4mmHb3IhYekwr1niuvx5ji,spotify:track:4mmHb3IhYekwr1niuvx5ji,https://api.spotify.com/v1/tracks/4mmHb3IhYekwr1niuvx5ji,https://api.spotify.com/v1/audio-analysis/4mmHb3IhYekwr1niuvx5ji,246060,4,39,[],0,telugu,https://open.spotify.com/embed/track/4mmHb3IhYekwr1niuvx5ji?utm_source=generator,ClintonEgire Egire,['[]'],low,Neutral,0.6004942835528218
